title,price,info,usage,brand,category,product_type,images,description,url
Pack L'Oréal Paris Revitalift: Crema Gel Hialurónico 50Ml + Gel Limpiador Salicílico 150Ml,130.40,Pack L'Oréal Paris Revitalift: Crema Gel Hialurónico 50ml + Gel Limpiador Salicílico 150ml,,L'OREAL PARIS,Tratamiento,,"['https://aruma.vtexassets.com/arquivos/ids/204841-800-auto?v=638802668777330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204842-800-auto?v=638802668777630000&width=800&height=auto&aspect=true']","Limpieza e hidratación antiedad en un solo pack. La Crema Gel Revitalift Ácido Hialurónico de 50ml, con ácido hialurónico, rellena las arrugas, hidrata y mejora la elasticidad de la piel. Su textura en gel-crema se absorbe rápidamente, dejando la piel suave y confortable. El Gel Limpiador Oil Control Salicílico de 150ml limpia profundamente los poros, elimina el exceso de grasa y previene la aparición de imperfecciones, dejando la piel limpia, fresca y preparada para recibir los beneficios de la crema. Este pack es perfecto para pieles mixtas a grasas que buscan una rutina antiedad eficaz.",https://www.aruma.pe/pack-loreal-paris-revitalift-crema-gel-hialuronico-50ml-gel-limpiador-salicilico-150ml/p
Set Neutrogena Hydro Boost Serum 30ml + Humectante Hydro Boost Water Gel Noche X 50 g,124.80,,,NEUTROGENA,Hidratación,Cremas de Noche,['https://aruma.vtexassets.com/arquivos/ids/189206-800-auto?v=638360869283700000&width=800&height=auto&aspect=true'],Set Neutrogena Hydro Boost Serum 30ml + Humectante Hydro Boost Water Gel Noche X 50 g,https://www.aruma.pe/set-neutrogena-hydro-boost-serum-30ml-humectante-hydro-boost-water-gel-noche-x-50-g/p
Parches Centella Clearing Spot Acné&Espinillas 23Unds Petitfée,15.90,Parche adhesivo para espinilla,"1. Después del lavado, aplique el parche en el área seca. 2. Espere 8-12 horas y luego retire. (Producto desechable no reutilizable)",PETITFEE,Tratamiento,Mascarillas,"['https://aruma.vtexassets.com/arquivos/ids/178237-800-auto?v=637921376352000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178238-800-auto?v=637921376450330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178239-800-auto?v=637921376559400000&width=800&height=auto&aspect=true']","100% Hidrocoloide: Mantiene el ambiente húmedo y la absorción del sebo.
Los parches mate translúcidos se pueden usar antes del maquillaje.
Resistente al agua para lavarse y ducharse.
Ingredientes:  Aceite de hoja de árbol de té Extracto de centella asiática (polvo de centella) Ácido salicílico (BHA)",https://www.aruma.pe/parches-centella-clearing-spot-acneandespinillas-23unds-petitfee/p
Serum Martiderm Collagen Lift 20 Ml,142.00,"Regenera la piel, reduce arrugas y proporciona hidratación profunda, dejándola más joven y luminosa.",,MARTIDERM,Tratamiento,Serums y ampollas,['https://aruma.vtexassets.com/arquivos/ids/204369-800-auto?v=638784214015100000&width=800&height=auto&aspect=true'],"Fórmula avanzada con 1% de Bio-Tech Collagen, que contiene la fracción más activa del colágeno, que actúa en sinergia con el lupeol para conseguir un máximo efecto lifting. Concentrado reafirmante que ayuda a recuperar la elasticidad de la piel, proporcionando una piel más lisa, tersa y suave. Textura ligera y de rápida absorción.",https://www.aruma.pe/serum-martiderm-collagen-lift-20-ml/p
Limpiador Matificante Acniben Isdin 400 ml,140.00,,,ISDIN,Limpieza,Necesidad,"['https://aruma.vtexassets.com/arquivos/ids/183827-800-auto?v=638167625297730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/183828-800-auto?v=638167625379070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/183829-800-auto?v=638167625483630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/183830-800-auto?v=638167625570530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/183831-800-auto?v=638167625660630000&width=800&height=auto&aspect=true']","El nuevo Acniben Limpiador Matificante es el gel que limpia la piel grasa o con tendencia acneica sin resecar. Gracias a su fórmula desobstruye los poros, elimina las impurezas y reduce el exceso de sebo, dejando la piel fresca y mati?cada.",https://www.aruma.pe/limpiador-matificante-acniben-isdin-400-ml/p
Fotoprotector Pediatrics Trasparent Wet Skin Spray Spf50 250ml Isdin,139.00,"Fotoprotector corporal en spray transparente, fresco y de secado inmediato que está especialmente formulado para la piel de los niños a partir de 3 años.","Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar, y manteniendo una distancia máxima de 5cm de la piel. Es necesario extender de manera uniforme el producto hasta su total absorción y reaplicar cada 2 horas indistintamente sobre piel mojada o seca. Tras transpirar, nadar, o secarse con la toalla repetir aplicación. Si no se aplica la cantidad suficiente de producto, se reduce el factor de protección.",ISDIN,Protección Solar,Corporal,"['https://aruma.vtexassets.com/arquivos/ids/181830-800-auto?v=638104276252200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/181831-800-auto?v=638104276333830000&width=800&height=auto&aspect=true']","Ofrece una alta protección UVB y UVA SPF 50. SIEMPREVIVA EXTRACT (Helychrisum Italicum). Fórmula mejorada con extracto de siempreviva, que calma y refuerza la función barrera de la piel.   
WET SKIN Tecnología Wet Skin, permite su absorción tanto en piel mojada como en piel seca sin dejar residuo blanco y manteniendo el factor de protección. Muy resistente al agua. Absorción rápida e instantánea .  Permite su aplicación en cualquier dirección.
Apto para todo tipo de pieles, incluida piel atópica.
Fórmula Sea Friendly con la mayoría de ingredientes biodegradables y/o inorgánicos",https://www.aruma.pe/fotoprotector-pediatrics-trasparent-wet-skin-spray-spf50-250ml-isdin/p
Gel Facial Laneige Water Bank Blue Hyaluronic Gel Moisturizer Mini 20Ml,95.90,"Un gel refrescante y ligero, repleto de hidratación calmante. Hipoalergénico, testado dermatológicamente y apto para pieles sensibles, es la opción perfecta para pieles mixtas a grasas.","Aplica de manera uniforme sobre el rostro por la mañana y por la noche, después de limpiar, tonificar y aplicar el suero.",LANEIGE,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/204525-800-auto?v=638790302292400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204526-800-auto?v=638790302292400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204527-800-auto?v=638790302292530000&width=800&height=auto&aspect=true']","Este gel ligero está infusionado con microperlas cremosas que se funden al contacto, proporcionando una hidratación profunda para lograr un efecto glowy y una piel con acabado glass skin. El Ácido Hialurónico, fermentado con algas de aguas profundas y sometido a un proceso de microfiltración en 10 pasos, tiene un tamaño microscópico que permite una absorción más rápida y eficaz para una hidratación intensa y duradera.",https://www.aruma.pe/gel-facial-laneige-water-bank-blue-hyaluronic-gel-moisturizer-mini-20ml/p
Limpiador En Espuma  Cetaphil Pro Ac  236 Ml Liquidación,111.00,Próximo a vencer,,CETAPHIL,Limpieza,Limpiadores y Jabones,['https://aruma.vtexassets.com/arquivos/ids/202283-800-auto?v=638695316103930000&width=800&height=auto&aspect=true'],Próximo a vencer,https://www.aruma.pe/limpiador-en-espuma-cetaphil-pro-ac-236-ml-liquidacion/p
Desmaquillante Bifasico Micelar Sensibio H2O Eye Fce 125 ml Bioderma,74.90,,,BIODERMA,Limpieza,Desmaquillantes,"['https://aruma.vtexassets.com/arquivos/ids/192241-800-auto?v=638429137568200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192242-800-auto?v=638429137680770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192243-800-auto?v=638429137849600000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192244-800-auto?v=638429137955630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192245-800-auto?v=638429138121000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192246-800-auto?v=638429138212900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192247-800-auto?v=638429138369500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192248-800-auto?v=638429138556770000&width=800&height=auto&aspect=true']",Desmaquillante Bifasico Micelar Sensibio H2O Eye Fce 125 ml Bioderma,https://www.aruma.pe/desmaquillante-bifasico-micelar-sensibio-h2o-eye-fce-125-ml-bioderma/p
,,,,,,,[],,https://www.aruma.pe/bloqueador-anthelios-uvmune-400-fluido-invisible-sin-color-spf50-50ml-la-roche-posay/p
Gel limpiador facial EUCERIN Dermatoclean 200ml,82.90,Este gel suave pero efectivo elimina el maquillaje y permite que la piel respire con mayor facilidad.,"Humedezca la cara, el cuello y el escote y aplique el producto.",EUCERIN,Limpieza,Limpiadores y Jabones,"['https://aruma.vtexassets.com/arquivos/ids/190193-800-auto?v=638405085094130000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/190194-800-auto?v=638405086778630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/190195-800-auto?v=638405086960500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/190196-800-auto?v=638405087084500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/190197-800-auto?v=638405087219830000&width=800&height=auto&aspect=true']","Eucerin DermatoCLEAN [HYALURON] Cleansing Gel es un limpiador facial suave pero eficaz que elimina las impurezas, el maquillaje y el exceso de sebo sin resecar la piel. Nuestro gel limpiador combina un complejo limpiador extra suave con ácido hialurónico y otros ingredientes hidratantes de origen natural para ayudar a la piel a mantener su equilibrio de hidratación natural. Deja la piel limpia, suave y fresca. Un limpiador díario ideal para pieles normales a mixtas, Eucerin DermatoCLEAN [HYALURON] Cleansing Gel está probado clínica y dermatológicamente como adecuado para pieles sensibles.
 
  Eucerin DermatoCLEAN Gel de Limpieza no reseca la piel. El nivel de hidratación de la piel mejora significativamente después de una semana de uso regular en combinación con Eucerin DermatoCLEAN Clarifying Toner.",https://www.aruma.pe/gel-limpiador-facial-eucerin-dermatoclean-200ml/p
Pack Serum Revitalift Retinol + Serum Revitalift Hialurónico Día L'Oreal Paris + Clutch,182.54,Hidratación profunda y renovación celular para reducir arrugas visibles y mejorar la textura de la piel,"Sérum Revitalift Acido Hialuronico : Aplica todas las mañanas/noches con movimientos ascendentes sobre el rostro, después de la limpieza y antes de que tu rostro esté hidratado.

Sérum Noche Antiarrugas Revitalift Retinol: Aplicar todas las noches 4 gotas con movimientos ascendentes en el rostro y cuello.",L'OREAL PARIS,,,"['https://aruma.vtexassets.com/arquivos/ids/204653-800-auto?v=638797179840070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204654-800-auto?v=638797179840330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204655-800-auto?v=638797179840330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204656-800-auto?v=638797179840500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204657-800-auto?v=638797179840500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204658-800-auto?v=638797179840500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204659-800-auto?v=638797179840500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204660-800-auto?v=638797179840630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204661-800-auto?v=638797179840630000&width=800&height=auto&aspect=true']","Sérum L'Oréal París Revitalift Acido Hialuronico 30ml:  Concentración alta de Ácido Hialurónico Puro al 1,5%. Rellena e hidrata la piel al mismo tiempo que reduce visiblemente las arrugas. Validado por dermatólogosSérum Noche Antiarrugas L'Oréal París Revitalift Retinol 30ml: para arrugas profundas y uso nocturno, su fórmula se absorbe rápidamente sin sensación grasosa o residuos. 30ml",https://www.aruma.pe/pack-serum-revitalift-retinol-crema-revitalift-hialuronico-dia-loreal-paris-clutch/p
Dermo Loreal Paris Limpiador en gel Revitalift con retinol 150ml,39.90,Descubre el nuevo gel de limpieza renovador con Pro-Retinol para limpiar profundamente mientras combate los signos del envejecimiento,"Humedece la cara y aplica de 2 a 3 gotas del gel limpiador acido hialuronico y haz ligeros movimientos circulares, deja actuar unos segundos enjuaga con abundante agua.",L'OREAL PARIS,Limpieza,Limpiadores y Jabones,"['https://aruma.vtexassets.com/arquivos/ids/189932-800-auto?v=638387753230070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189933-800-auto?v=638387753656570000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189934-800-auto?v=638387753773400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189935-800-auto?v=638387753894270000&width=800&height=auto&aspect=true']","Gel de limpieza suavizante y renovador que limpia profundamente la piel, dejándola más radiante, luminosa y saludable. Ideal para preparar la piel para el tratamiento anti arrugas, tanto de día como de noche.Fórmula con Pro-Retinol, un ingrediente recomendado por dermatólogos para renovar la piel y unificar su textura.Clínicamente comprobado: deja la piel más suave, limpia, y mejora visiblemente su apariencia al mejorar su textura y al reducir el 90% de las imperfecciones después de 4 semanas de uso",https://www.aruma.pe/dermo-loreal-paris-limpiador-en-gel-revitalift-con-retinol-150ml/p
Crema Pies Secos y Agrietados 150ml Babaria,21.90,Crema con aloe vera que repara pies secos y agrietados.,Primero debes aplicar la crema sobre tus pies limpios y secos por la mañana y por la noche. Luego debes realizar suaves masajes en la zona afectada hasta que la piel absorba el producto completamente. Trata de insistir en zonas como el talon y los dedos. Precaución: no usar en niños menores de 3 años.,BABARIA,Hidratantes Corporales,Cremas de Manos y Pies,['https://aruma.vtexassets.com/arquivos/ids/188702-800-auto?v=638349895501100000&width=800&height=auto&aspect=true'],"La combinación del aloe vera y el aceite de almendras dulces hacen de esta crema un elemento vital para combatir los pies y talones resecos o agrietados, ya que hidrata y repara con facilidad las imperfecciones. Además posee urea, el cual es un activo altamente hidratante que ataca incluso los pies más resecos.",https://www.aruma.pe/crema-pies-secos-y-agrietados-150ml-babaria/p
Parches para nariz Pig Clear Blackhead Strong 3 pasos Holika Holika,12.90,Parches anti acné con carbón activado.,,HOLIKA HOLIKA,CUIDADO DE LA PIEL,Limpieza,['https://aruma.vtexassets.com/arquivos/ids/167771-800-auto?v=637480639656870000&width=800&height=auto&aspect=true'],"Estas tiras nasales de Holika Holika son de un tamaño grande, por lo que abarcará no solo la zona de la nariz a la perfección, sino que también los contornos de la misma hasta las mejillas para mejorar su efecto descongestionaste. Contiene extracto de crisantemo y menta que abre los poros y suaviza las impurezas, haciéndolas sencillas de retirar.",https://www.aruma.pe/parches-para-nariz-pig-clear-blackhead-strong-3-pasos-holika-holika/p
Protector Solar Diario SPF50+ Revox Just Para Piel Grasa 30ml,39.90,"Protector solar diario con Vitamina E y Ácido hialurónico, ideal para pieles grasas y/o mixtas","Aplicar una cantidad generosa sobre la piel limpia del rostro y el cuello directamente antes de la exposición al sol. Para una protección óptima, volver a aplicar el producto varias veces, especialmente después de sudar o limpiarse. Evitar el contacto directo con los ojos.",REVOX,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/196447-800-auto?v=638550194246770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/196448-800-auto?v=638550194249600000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/196449-800-auto?v=638550194252270000&width=800&height=auto&aspect=true']","Ácido Hialurónico, Vitamina E, SPF50",https://www.aruma.pe/protector-solar-diario-spf50-revox-just-para-piel-grasa-30ml/p
Mascarilla Labial Con Acai Y Vainilla Mario Badescu 14 g,59.90,La mascarilla labial Mario Badescu con acai y vainilla es un tratamiento labial suave con un aroma dulce y relajante que hidrata profundamente los labios durante la noche.,Aplique una capa generosa sobre sus labios por la noche para hidratarlos durante la noche o durante el día para hidratarlos durante 24 horas.,MARIO BADESCU,Tratamiento,Mascarillas,"['https://aruma.vtexassets.com/arquivos/ids/193788-800-auto?v=638476086058930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193810-800-auto?v=638476738460730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193811-800-auto?v=638476738719930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193812-800-auto?v=638476738841730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193813-800-auto?v=638476739008700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193814-800-auto?v=638476739121700000&width=800&height=auto&aspect=true']","Innovadora mascarilla labial de tratamiento nocturno compuesta por una mezcla de extractos y aceites botánicos que hidrata durante la noche, para labios flexibles e hidratados por la mañana.",https://www.aruma.pe/mascarilla-labial-con-acai-y-vainilla-mario-badescu-14g/p
Limpiador Facial Amino Gel Vitamins Sea Beauty 236 ml,39.90,"Purifica la piel de la suciedad y la grasa, mejora la elasticidad de la piel y promueve un brillo saludable",Extraer una pequeña cantidad de producto y añadir agua para crear espuma. Masajear suavemente por todo el rostro y enjuagar.,Vitamins Sea Beauty,Limpieza,Necesidad,"['https://aruma.vtexassets.com/arquivos/ids/193434-800-auto?v=638455143025800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193435-800-auto?v=638455143132670000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193436-800-auto?v=638455143240130000&width=800&height=auto&aspect=true']","Rejuvenezca su piel con este gel limpiador facial amino que elimina la suciedad, la grasa y las impurezas para conseguir un brillo naturalmente saludable. Los minerales marinos y el colágeno ayudan a mejorar la elasticidad de la piel, suavizan las líneas de expresión y las arrugas y aportan luminosidad al cutis en general.",https://www.aruma.pe/limpiador-facial-amino-gel-vitamins-sea-beauty-236-ml/p
Contorno de Ojos de Agua Eau 15ml Uriage,82.90,,,URIAGE,Hidratación,Contorno de ojos,['https://aruma.vtexassets.com/arquivos/ids/168502-800-auto?v=637535316354170000&width=800&height=auto&aspect=true'],"Gracias a su efecto tensor, el Cuidado de agua disminuye la apariencia de líneas de expresión provocadas por la deshidratación. Reduce la aparición de ojeras, aportando una sensación de frescor. Hidrata la delicada epidermis del contorno de los ojos.",https://www.aruma.pe/contorno-de-ojos-de-agua-eau-15ml-uriage/p
Crema Facial Laneige Water Bank Blue Hyaluronic Cream Moisturizer Mini 20Ml,95.90,"Una crema fortalecedora de la barrera cutánea, con respaldo clínico y potenciada por la tecnología coreana para el cuidado de la piel, que proporciona una hidratación intensa y duradera*.","Aplica una capa uniforme sobre tu rostro por la mañana y por la noche, después de limpiar, tonificar y aplicar el sérum.",LANEIGE,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/204515-800-auto?v=638790301385170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204516-800-auto?v=638790301385170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204517-800-auto?v=638790301385300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204518-800-auto?v=638790301385300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204519-800-auto?v=638790301385470000&width=800&height=auto&aspect=true']","Innovación coreana en el cuidado de la piel, diseñada para proporcionar una hidratación profunda y duradera. Potenciada con ácido hialurónico de rápida absorción, esta lujosa crema reafirma visiblemente la piel y refuerza la barrera de hidratación gracias al Complejo Pepta-Panthenol y la escualana, logrando un brillo saludable e hidratado.",https://www.aruma.pe/crema-facial-laneige-water-bank-blue-hyaluronic-cream-moisturizer-mini-20ml/p
Crema Reductora de Poros Sebium Pore Refiner 30ml Bioderma,155.00,Refinador de poros para piel grasa y/o mixta.,,BIODERMA,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/201955-800-auto?v=638670659155400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201956-800-auto?v=638670659226030000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201957-800-auto?v=638670659333430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201958-800-auto?v=638670659427470000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201959-800-auto?v=638670659517630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201960-800-auto?v=638670659607800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201961-800-auto?v=638670659706700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201962-800-auto?v=638670659799930000&width=800&height=auto&aspect=true']","Esta crema refinadora de poros alisa y afina la textura de la piel previniendo las imperfecciones. Este tratamiento dermatológico te ayudará a reducir el tamaño de los poros. Con este producto tu piel lucirá más humectada, suave y fresca. Excelente para utilizar como tratamiendo antes de maquillaje. Recomendado para piel grasa.",https://www.aruma.pe/crema-reductora-de-poros-sebium-pore-refiner-30ml-bioderma/p
"Bruma Facial Travel Size Mario Badescu Aloe, Manzanilla Y Lavanda 59 ml",29.90,"EL SPRAY FAVORITO: Bruma facial rejuvenecedora para rostro, cuello o cabello. Lavanda, manzanilla y aloe para una piel luminosa y equilibrada.","Rocíe sobre la cara, el cuello o el cabello según sea necesario.
Úselo para infundir más hidratación antes o después de aplicar la crema hidratante, como estimulante sobre la marcha o después del maquillaje para darle a la piel un acabado húmedo.

* Si el producto entra en contacto con los ojos, enjuáguelos bien con agua.",MARIO BADESCU,Hidratación,Aguas Termales y Brumas,"['https://aruma.vtexassets.com/arquivos/ids/193214-800-auto?v=638446681291800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192545-800-auto?v=638433728503400000&width=800&height=auto&aspect=true']","Bruma multiusos con vitamina C, con aloe vera hidratante, manzanilla calmante y lavanda, ayuda a iluminar, hidratar, reponer y equilibrar visiblemente el aspecto de la piel. Se puede utilizar en la cara, el cuello o el cabello para obtener un beneficio calmante para la piel y los sentidos.",https://www.aruma.pe/bruma-facial-travel-size-mario-badescu-aloe-manzanilla-y-lavanda-59-ml/p
Exfoliante Facial NEUTROGENA Purified Skin 100 ml,44.90,Limpieza purificadora y profunda que elimina las impurezas y toxinas de la piel.,"Humedece tus manos y tu rostro con agua tibia, frota lenta y delicadamente por todo la cara, teniendo cuidado de la piel al rededor de tus ojos, Enjuaga con abundante agua. Utiliza todos los días para mejores resultados.",NEUTROGENA,Limpieza,Exfoliantes,"['https://aruma.vtexassets.com/arquivos/ids/186874-800-auto?v=638290909352000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186875-800-auto?v=638290909494000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186876-800-auto?v=638290909580830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186877-800-auto?v=638290909723830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186878-800-auto?v=638290909847070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/198319-800-auto?v=638591829958500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/198320-800-auto?v=638591830063800000&width=800&height=auto&aspect=true']","Exfoliante facial NEUTROGENA  Purified Skin elimina las toxinas que se acumulan en tu piel por la contaminación. Limpia y purifica la piel, evitando la obstrucción de poros.",https://www.aruma.pe/exfoliante-facial-purified-skin-100-gr-neutrogena/p
Bloqueador Solar Hawaiian Tropic Beautycare Matte Facial FPS30 50ml,59.90,Protección SPF30 para uso diario enriquecida con minerales como óxido de Zinc y adicionado con Silica que ayuda a controlar y absorber la grasa en la piel. Fórmula ligera y libre de fragancia.,"Aplicar generosamente 20 minutos antes de exponerse al sol. Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido. Reaplicar cada dos horas o luego de sudoración intensa, nada, bañarse o secarse con toalla durante la exposición al sol. Es necesaria la replicación del producto para mantener su efectividad",HAWAIIAN TROPIC,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/201044-800-auto?v=638646294419170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201045-800-auto?v=638646294424870000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201046-800-auto?v=638646294428630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201047-800-auto?v=638646294431430000&width=800&height=auto&aspect=true']","Brinda acabado matificante y antibrilllo con una textura ligera. Enriquecido con Minerales como Oxido de Zinc, que protege y refleja los rayos UV previniendo daños en la piel. Con Silicaque ayuda a controlar y absorber la grasa en la piel para lograr un efecto matificantedurante todo el día.",https://www.aruma.pe/bloqueador-solar-hawaiian-tropic-beautycare-matte-facial-fps30-50ml/p
Serum Japanese Ritual Smoothing Face Revox,29.90,,"Aplique unas gotas del suero en la cara, cuello y escote limpios. Difunde suavemente y uniformemente el suero y deje que se absorba.",REVOX,Tratamiento,Serums y ampollas,"['https://aruma.vtexassets.com/arquivos/ids/179270-800-auto?v=637964279341730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/179271-800-auto?v=637964279436270000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/179272-800-auto?v=637964279526270000&width=800&height=auto&aspect=true']","Este sérum enriquecido con flores de cerezo y leche de arroz, cuida y repara la piel del envejecimiento, restaurando su equilibrio natural y luminosidad.
Ritual Japonés Sérum Facial Suavizante de Revox, está diseñado en una fórmula no pegajosa, muy sencilla de absorber, su ingrediente de flor de cerezo combate la pérdida de hidratación del rostro mientras que la leche de arroz mejora su elasticidad.
Esta línea esta inspirada en el ritual japonés de belleza y en el secreto de los looks jóvenes. Se adaptada a las necesidades de la piel, según su ritmo natural.
Diseñado para proporcionar un nivel óptimo de hidratación y ralentizar el proceso de envejecimiento de la piel. El Ritual Japonés Sérum Facial Suavizante de Revox es una fórmula delicada con una consistencia líquida que proporciona un efecto de alisado instantáneo y una elevación de la piel.
La Flor de Cerezo Japonesa nutre y desintoxica apoyando la regeneración de la piel, protegiéndola de la pérdida de hidratación. El Ácido Hialurónico: la icónica ""fuente de la juventud"" aglutina el agua en la epidermis y reduce visiblemente las arrugas finas. El aceite de arroz mejora la elasticidad de la piel, mientras que la Alantoína completa el alisado. Cruelty Free.",https://www.aruma.pe/serum-japanese-ritual-smoothing-face-revox/p
Mascarilla de Agua Termal Noche Hidratación 50 ml Uriage,99.90,Mascarilla de agua para usar de noche que regenera la hidratación de la piel.,,URIAGE,CUIDADO DE LA PIEL,Hidratación,"['https://aruma.vtexassets.com/arquivos/ids/178775-800-auto?v=637939314987970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178776-800-auto?v=637939315136970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178777-800-auto?v=637939315308000000&width=800&height=auto&aspect=true']","Esta crema nocturna es formulada a base de agua cuenta con una textura ultraligera que se funde con la piel, proporcionando nutrientes esenciales para otorgarle una hidratación profunda que durará todo el día. No deja una sensación grasosa, es de rápida absorción y es dedicada a las pieles normales a mixtas. No irrita las pieles sensibles.",https://www.aruma.pe/mascarilla-de-agua-termal-noche-hidratacion-50-ml-uriage/p
